Year,Month,Reported on,SVE,CVE,Title,Affected versions,Severity,Description,Acknowledgement
2023,8,2023-04-27,SVE-2023-0734,CVE-2023-30696,An improper input validation in IpcTxGetVerifyAkey in libsec-ril,"Android 11, 12, 13",Moderate,An improper input validation in IpcTxGetVerifyAkey in libsec-ril prior to SMR Aug-2023 Release 1 allows attacker to cause out-of-bounds write. The patch adds proper boundary check logic to prevent buffer overflow.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,8,2023-04-26,SVE-2023-0723,CVE-2023-30694,Out-of-bounds Write in IpcTxPcscTransmitApdu of libsec-ril,"Android 11, 12, 13",Moderate,Out-of-bounds Write in IpcTxPcscTransmitApdu of libsec-ril prior to SMR Aug-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper permission to prevent unauthorized access.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,8,2023-04-25,SVE-2023-0721,CVE-2023-30693,Out-of-bounds Write in DoOemFactorySendFactoryBypassCommand of libsec-ril,"Android 11, 12, 13",Moderate,Out-of-bounds Write in DoOemFactorySendFactoryBypassCommand of libsec-ril prior to SMR Aug-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper permission to prevent unauthorized access.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,8,2023-04-10,SVE-2023-0618,CVE-2023-30691,Improper input validation in AuthenticationConfig,"Android 11, 12, 13",Moderate,Parcel mismatch in AuthenticationConfig prior to SMR Aug-2023 Release 1 allows local attacker to privilege escalation. The patch removes unused code.,hearmen
2023,8,2023-04-09,SVE-2023-0607,CVE-2023-30689,Out-of-bounds Write in BuildOemEmbmsGetSigStrengthResponse of libsec-ril,"Android 11, 12, 13",Moderate,Out-of-bounds Write in BuildOemEmbmsGetSigStrengthResponse of libsec-ril prior to SMR Aug-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper permission to prevent unauthorized access.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,8,2023-04-08,SVE-2023-0601,CVE-2023-30688,Out-of-bounds Write in MakeUiccAuthForOem of libsec-ril,"Android 11, 12, 13",Moderate,Out-of-bounds Write in MakeUiccAuthForOem of libsec-ril prior to SMR Aug-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper permission to prevent unauthorized access.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,8,2023-04-07,SVE-2023-0600,CVE-2023-30687,Out-of-bounds Write in RmtUimApdu of libsec-ril,"Android 11, 12, 13",Moderate,Out-of-bounds Write in RmtUimApdu of libsec-ril prior to SMR Aug-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper permission to prevent unauthorized access.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,8,2023-04-07,SVE-2023-0599,CVE-2023-30686,Out-of-bounds Write in ReqDataRaw of libsec-ril,"Android 11, 12, 13",Moderate,Out-of-bounds Write in ReqDataRaw of libsec-ril prior to SMR Aug-2023 Release 1 allows local attacker to execute arbitrary code. The patch adds proper permission to prevent unauthorized access.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,8,2023-04-07,SVE-2023-0598,CVE-2023-30685,Improper access control vulnerability in Telecom,"Android 11, 12, 13",Moderate,Improper access control vulnerability in Telecom prior to SMR Aug-2023 Release 1 allows local attackers to change TTY mode. The patch adds a proper permission to protect a receiver.,balance
2023,8,2023-04-06,SVE-2023-0588,"CVE-2023-30684, CVE-2023-30683, CVE-2023-30682",Improper access control in Telecom,Android 13,Moderate,Improper access control in Telecom prior to SMR Aug-2023 Release 1 allows local attackers to call APIs without permission. The patch adds proper permission.,balance
2023,8,2023-04-06,SVE-2023-0585,CVE-2023-30654,Improper access control vulnerability in SLocationService,"Android 11, 12, 13",Moderate,Improper access control vulnerability in SLocationService prior to SMR Aug-2023 Release 1 allows local attacker to update fake location. The patch adds the permission to prevent improper access.,balance
2023,8,2023-04-04,SVE-2023-0569,CVE-2023-30681,An improper input validation vulnerability in VaultKeeper in HAL,"Android 11, 12, 13",Moderate,An improper input validation vulnerability within initialize function in HAL VaultKeeper prior to SMR Aug-2023 Release 1 allows attacker to cause out-of-bounds write. The patch adds proper boundary check logic to prevent buffer overflow.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
2023,8,2023-04-04,SVE-2023-0566,CVE-2023-30680,Improper privilege management in MMIGroup,"Select Android 12, 13 devices",High,Improper privilege management vulnerability in MMIGroup prior to SMR Aug-2023 Release 1 allows code execution with privilege. The patch removes the vulnerable function.,Ryan Johnson
2023,8,2023-03-29,SVE-2023-0499,CVE-2023-30679,Improper access control in HDCP trustlet,"Android 11, 12, 13",High,Improper access control in HDCP trustlet prior to SMR Aug-2023 Release 1 allows local attackers to execute arbitrary code. The patch adds proper check logic.,Vincenzo Bonforte - @Bonfee1
2023,9,2022-04-06,SVE-2022-0857,CVE-2023-30706,Improper authorization in Samsung Keyboard,Android 12,Moderate,Improper authorization in Samsung Keyboard prior to SMR Sep-2023 Release 1 allows attacker to read arbitrary file with system privilege. The patch adds proper authentication logic.,Oversecured (oversecured.com)
2023,9,2022-07-19,SVE-2022-1724,CVE-2023-30707,Improper input validation in Samsung Keyboard,Android 12,Moderate,Improper input validation vulnerability in FileProviderStatusReceiver in Samsung Keyboard prior to SMR Sep-2023 Release 1 allows local attackers to delete arbitrary files with Samsung Keyboard privilege. The patch adds the proper validation logic.,hsia.angsh
2023,9,2022-11-07,SVE-2022-2628,CVE-2023-30708,Improper authentication in SecSettings,"Android 11, 12, 13",Moderate,Improper authentication in SecSettings prior to SMR Sep-2023 Release 1 allows attacker to access Captive Portal Wi-Fi in Reactivation Lock status. The patch adds proper authentication logic.,Zhongquan Li @ ADLab of VenusTech
2023,9,2023-04-10,SVE-2023-0622,CVE-2023-30709,Improper access control in Dual Messenger,"Android 11, 12, 13",High,Improper access control in Dual Messenger prior to SMR Sep-2023 Release 1 allows local attackers launch activity with system privilege. The patch has changed the activity configuration.,Oversecured (oversecured.com)
2023,9,2023-04-12,SVE-2023-0642,CVE-2023-30710,Improper input validation vulnerability in Knox AI,Android 13,Moderate,Improper input validation vulnerability in Knox AI prior to SMR Sep-2023 Release 1 allows local attackers to launch privileged activities. The patch adds proper validation logic to prevent parcel mismatch.,MyTyrannosaurusBuddy
2023,9,2023-05-11,SVE-2023-0811,CVE-2023-30711,Improper authentication in Phone and Messaging Storage,"Android 11, 12, 13",Moderate,Improper authentication in Phone and Messaging Storage SMR Sep-2023 Release 1 allows attacker to insert arbitrary data to the provider. The patch adds proper authentication logic.,Jang Taejin @jtjisgod
2023,9,2023-05-17,SVE-2023-0871,CVE-2023-30712,Launch anywhere vulnerability in Settings Suggestions,Android 13,High,Improper input validation in Settings Suggestions prior to SMR Sep-2023 Release 1 allows attackers to launch arbitrary activity. The patch add the logic to verify the request.,hackhackdump
2023,9,2023-05-31,SVE-2023-0941,CVE-2023-30713,Improper privilege management in One UI Home,"Selected Android 11, 12, 13 devices",Moderate,Improper privilege management vulnerability in FolderLockNotifier in One UI Home prior to SMR Sep-2023 Release 1 allows local attackers to change some settings of the folder lock. The patch adds the proper protection logic.,Stealth Assassin
2023,9,2023-05-31,SVE-2023-0942,CVE-2023-30714,Improper authorization in One UI Home,"Selected Android 11, 12, 13 devices",Moderate,Improper authorization vulnerability in FolderContainerDragDelegate in One UI Home prior to SMR Sep-2023 Release 1 allows physical attackers to change some settings of the folder lock. The patch adds the proper check logic.,Stealth Assassin
2023,9,2023-05-31,SVE-2023-0949,CVE-2023-30715,Improper access control vulnerability in Weather,"Android 11, 12, 13",Moderate,Improper access control vulnerability in Weather prior to SMR Sep-2023 Release 1 allows attackers to access location information set in Weather without permission. The patch adds proper protection to prevent access to location information.,Dongxiang Ke of Baidu AIoT Security Team
2023,9,2023-06-01,SVE-2023-0954,CVE-2023-30716,Improper access control vulnerability in SVCAgent,"Android 11, 12, 13",Moderate,Improper access control vulnerability in SVCAgent prior to SMR Sep-2023 Release 1 allows attackers to trigger certain commands. The patch adds proper permission to prevent improper access.,Stealth Assassin
2023,9,2023-06-02,SVE-2023-0963,CVE-2023-30717,Sensitive information exposure vulnerability in SVCAgent,"Android 11, 12, 13",Moderate,Sensitive information exposure vulnerability in SVCAgent prior to SMR Sep-2023 Release 1 allows attackers to get unresettable identifiers. The patch adds proper permission to access sensitive information.,Oversecured (oversecured.com)
2023,9,2023-06-07,SVE-2023-0993,CVE-2023-30718,Improper export of Android application components in WifiApAutoHotspotEnablingActivity,Android 13,Moderate,Improper export of Android application components vulnerability in WifiApAutoHotspotEnablingActivity prior to SMR Sep-2023 Release 1 allows local attacker to change a Auto Hotspot setting. The patch adds proper access control.,Oversecured (oversecured.com)
2023,9,2023-06-12,SVE-2023-1027,CVE-2023-30719,Exposure of Sensitive Information vulnerability in InboundSmsHandler,"Android 11, 12, 13",Moderate,Exposure of Sensitive Information vulnerability in InboundSmsHandler prior to SMR Sep-2023 Release 1 allows local attackers to access certain message data. The patch adds proper access control.,Oversecured (oversecured.com)
2023,9,2023-06-12,SVE-2023-1028,CVE-2023-30720,PendingIntent hijacking in LmsAssemblyTrackerCTC,"Android 11, 12, 13",Moderate,PendingIntent hijacking in LmsAssemblyTrackerCTC prior to SMR Sep-2023 Release 1 allows local attacker to gain arbitrary file access. The patch adds proper access control.,Oversecured (oversecured.com)
2023,9,2023-06-17,SVE-2023-1059,CVE-2023-30721,Insertion of sensitive information into log vulnerability in Locksettings,"Android 11, 12, 13",Moderate,Insertion of sensitive information into log vulnerability in Locksettings prior to SMR Sep-2023 Release 1 allows a privileged local attacker to get lock screen match information from the log. The patch modifies the conditions under the information is printed in the device log.,Patrik Gissleholm
2023,10,2023-03-31,SVE-2023-0524,CVE-2023-30733,Stack-based Buffer Overflow in HDCP trustlet,"Android 12, 13",High,Stack-based Buffer Overflow vulnerability in HDCP trustlet prior to SMR Oct-2023 Release 1 allows attacker to perform code execution. The patch adds proper size check.,Vincenzo Bonforte - @Bonfee1
2023,10,2023-04-10,SVE-2023-0610,CVE-2023-30690,Improper input validation vulnerability in Duo,"Android 11, 12, 13",Moderate,Improper input validation vulnerability in Duo prior to SMR Oct-2023 Release 1 allows local attackers to launch privileged activities. The patch adds proper validation logic to prevent parcel mismatch.,hearmen
2023,10,2023-04-10,SVE-2023-0620,CVE-2023-30692,Improper input validation vulnerability in Evaluator,"Android 11, 12, 13",Moderate,Improper input validation vulnerability in Evaluator prior to SMR Oct-2023 Release 1 allows local attackers to launch privileged activities. The patch adds proper validation logic to prevent parcel mismatch.,hearmen
2023,10,2023-06-07,SVE-2023-0989,CVE-2023-30727,Improper access control vulnerability in SecSettings,"Android 11, 12, 13",Moderate,Improper access control vulnerability in SecSettings prior to SMR Oct-2023 Release 1 allows attackers to enable Wi-Fi and connect arbitrary Wi-Fi without User Interaction. The patch adds the permission to prevent improper access.,Oversecured (oversecured.com)
2023,10,2023-06-26,SVE-2023-1200,CVE-2023-30731,Logic error in package installation via debugger command,"Android 12, 13",Moderate,Logic error in package installation via debugger command prior to SMR Oct-2023 Release 1 allows physical attacker to install an application that has different build type. The patch adds proper logic to prevent to install application that has different build type.,Cody Stobaugh aka K0mraid3
2023,10,2023-06-30,SVE-2023-1262,CVE-2023-30732,Improper access control in system property,Android 13,Moderate,Improper access control in system property prior to SMR Oct-2023 Release 1 allows local attacker to get CPU serial number. The patch adds proper permission.,"Zhang Qing, Wang Kailong"
2023,11,2023-08-03,SVE-2023-1439,CVE-2023-42538,An improper input validation in saped_rec_silence in libsaped,"Android 11, 12, 13",High,An improper input validation in saped_rec_silence in libsaped prior to SMR Nov-2023 Release 1 allows attacker to cause out-of-bounds read and write. The patch adds proper boundary check logic to prevent buffer overflow.,Zinuo Han https://twitter.com/ele7enxxh of OPPO Amber Security Lab
